"","ID","status","word1","word2","word3","response","answer_key","accuracy","rt","attempt","NAtrials","contrast","cswl_list","item","trained","x_dental","Task","recruitmentplatform"
"11","58add914ef58a9000119d98c","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,1162.6449999967,1,NA,"hindi","A","9","1","0","pre-test","prolific"
"12","58add914ef58a9000119d98c","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,1164.87500000221,1,NA,"native","A","30","0","1","pre-test","prolific"
"13","58add914ef58a9000119d98c","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,1000.27000000409,1,NA,"hindi","A","23","0","0","pre-test","prolific"
"14","58add914ef58a9000119d98c","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,1891.76500000031,1,NA,"hindi","A","11","1","0","pre-test","prolific"
"15","58add914ef58a9000119d98c","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","y","m",0,1614.70499999996,1,NA,"hindi","A","18","0","1","pre-test","prolific"
"16","58add914ef58a9000119d98c","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,1337.78999999777,1,NA,"native","A","35","0","1","pre-test","prolific"
"17","58add914ef58a9000119d98c","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1428.41999999655,1,NA,"hindi","A","20","0","0","pre-test","prolific"
"18","58add914ef58a9000119d98c","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,1200.245,1,NA,"hindi","A","2","1","1","pre-test","prolific"
"19","58add914ef58a9000119d98c","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,1670.94999999972,1,NA,"hindi","A","12","1","0","pre-test","prolific"
"20","58add914ef58a9000119d98c","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,972.665000001143,1,NA,"native","A","36","0","1","pre-test","prolific"
"21","58add914ef58a9000119d98c","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","m","m",1,1592.75000000343,1,NA,"hindi","A","6","1","1","pre-test","prolific"
"22","58add914ef58a9000119d98c","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,1251.13499999861,1,NA,"hindi","A","24","0","0","pre-test","prolific"
"23","58add914ef58a9000119d98c","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,1294.01499999949,1,NA,"native","A","33","0","1","pre-test","prolific"
"24","58add914ef58a9000119d98c","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,1612.00000000099,1,NA,"hindi","A","3","1","1","pre-test","prolific"
"25","58add914ef58a9000119d98c","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1560.85500000336,1,NA,"hindi","A","21","0","0","pre-test","prolific"
"26","58add914ef58a9000119d98c","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,1201.02000000043,1,NA,"native","A","27","0","1","pre-test","prolific"
"27","58add914ef58a9000119d98c","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","m","y",0,1427.19000000216,1,NA,"hindi","A","15","0","1","pre-test","prolific"
"28","58add914ef58a9000119d98c","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","m","m",1,1281.13999999914,1,NA,"hindi","A","4","1","1","pre-test","prolific"
"29","58add914ef58a9000119d98c","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,1097.71000000183,1,NA,"hindi","A","22","0","0","pre-test","prolific"
"30","58add914ef58a9000119d98c","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,1239.9249999944,1,NA,"native","A","25","0","1","pre-test","prolific"
"31","58add914ef58a9000119d98c","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,1536.68499999912,1,NA,"hindi","A","7","1","0","pre-test","prolific"
"32","58add914ef58a9000119d98c","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,1008.02000000112,1,NA,"native","A","31","0","1","pre-test","prolific"
"33","58add914ef58a9000119d98c","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,1329.51999999932,1,NA,"native","A","28","0","1","pre-test","prolific"
"34","58add914ef58a9000119d98c","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","m","y",0,1215.10999999737,1,NA,"hindi","A","13","0","1","pre-test","prolific"
"35","58add914ef58a9000119d98c","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,1153.15499999997,1,NA,"hindi","A","1","1","1","pre-test","prolific"
"36","58add914ef58a9000119d98c","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","m","m",1,1553.72000000352,1,NA,"hindi","A","16","0","1","pre-test","prolific"
"37","5b408780c2e381000176157b","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","y","m",0,1663.26000005938,1,NA,"hindi","B","4","1","1","pre-test","prolific"
"38","5b408780c2e381000176157b","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","m","y",0,1138.72500008438,1,NA,"hindi","B","22","0","0","pre-test","prolific"
"39","5b408780c2e381000176157b","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,1624.08500001766,1,NA,"native","B","25","0","1","pre-test","prolific"
"40","5b408780c2e381000176157b","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,1061.02999998257,1,NA,"hindi","B","7","1","0","pre-test","prolific"
"41","5b408780c2e381000176157b","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,925.569999963045,1,NA,"native","B","31","0","1","pre-test","prolific"
"42","5b408780c2e381000176157b","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,1205.50000004005,1,NA,"native","B","28","0","1","pre-test","prolific"
"43","5b408780c2e381000176157b","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","m","y",0,2245.28499995358,1,NA,"hindi","B","13","0","1","pre-test","prolific"
"44","5b408780c2e381000176157b","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,1653.66999991238,1,NA,"hindi","B","1","1","1","pre-test","prolific"
"45","5b408780c2e381000176157b","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","y","m",0,1213.84500002023,1,NA,"hindi","B","16","0","1","pre-test","prolific"
"46","5b408780c2e381000176157b","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,1525.38499992806,1,NA,"hindi","B","10","1","0","pre-test","prolific"
"47","5b408780c2e381000176157b","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,1646.56500006095,1,NA,"native","B","29","0","1","pre-test","prolific"
"48","5b408780c2e381000176157b","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","y","m",0,2549.64500002097,1,NA,"hindi","B","5","1","1","pre-test","prolific"
"49","5b408780c2e381000176157b","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1804.23999996856,1,NA,"hindi","B","19","0","0","pre-test","prolific"
"50","5b408780c2e381000176157b","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,1198.73000006191,1,NA,"native","B","34","0","1","pre-test","prolific"
"51","5b408780c2e381000176157b","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","y","m",0,2218.21000007913,1,NA,"hindi","B","17","0","1","pre-test","prolific"
"52","5b408780c2e381000176157b","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,1289.45999999996,1,NA,"hindi","B","8","1","0","pre-test","prolific"
"53","5b408780c2e381000176157b","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,2152.28999999817,1,NA,"native","B","32","0","1","pre-test","prolific"
"54","5b408780c2e381000176157b","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","m","y",0,2536.63499990944,1,NA,"hindi","B","14","0","1","pre-test","prolific"
"55","5b408780c2e381000176157b","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,1654.57499993499,1,NA,"native","B","26","0","1","pre-test","prolific"
"56","5b408780c2e381000176157b","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,1748.95000003744,1,NA,"hindi","B","9","1","0","pre-test","prolific"
"57","5b408780c2e381000176157b","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,1098.11999998055,1,NA,"native","B","30","0","1","pre-test","prolific"
"58","5b408780c2e381000176157b","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,1613.2749998942,1,NA,"hindi","B","23","0","0","pre-test","prolific"
"59","5b408780c2e381000176157b","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","y","y",1,2697.36999995075,1,NA,"hindi","B","11","1","0","pre-test","prolific"
"60","5b408780c2e381000176157b","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","y","m",0,1733.25000004843,1,NA,"hindi","B","18","0","1","pre-test","prolific"
"61","5b408780c2e381000176157b","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,1657.84999995958,1,NA,"native","B","35","0","1","pre-test","prolific"
"62","5b408780c2e381000176157b","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1470.66499991342,1,NA,"hindi","B","20","0","0","pre-test","prolific"
"63","5b408780c2e381000176157b","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,1746.03999999817,1,NA,"hindi","B","2","1","1","pre-test","prolific"
"64","5b408780c2e381000176157b","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","y","y",1,2186.05999997817,1,NA,"hindi","B","12","1","0","pre-test","prolific"
"65","5b408780c2e381000176157b","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,984.140000073239,1,NA,"native","B","36","0","1","pre-test","prolific"
"66","5b408780c2e381000176157b","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","m","m",1,2346.49000002537,1,NA,"hindi","B","6","1","1","pre-test","prolific"
"67","5b408780c2e381000176157b","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,1536.57500003465,1,NA,"hindi","B","24","0","0","pre-test","prolific"
"68","5b408780c2e381000176157b","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,1121.4049999835,1,NA,"native","B","33","0","1","pre-test","prolific"
"69","5b408780c2e381000176157b","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,1216.19499998633,1,NA,"hindi","B","3","1","1","pre-test","prolific"
"70","5b408780c2e381000176157b","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1344.29000003729,1,NA,"hindi","B","21","0","0","pre-test","prolific"
"71","5b408780c2e381000176157b","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,945.609999937005,1,NA,"native","B","27","0","1","pre-test","prolific"
"72","5b408780c2e381000176157b","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","m","y",0,1211.29000000656,1,NA,"hindi","B","15","0","1","pre-test","prolific"
"73","59a426b35fd74b0001abfa4f","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","m","m",1,1179,1,NA,"hindi","B","4","1","1","pre-test","prolific"
"74","59a426b35fd74b0001abfa4f","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,743,1,NA,"hindi","B","22","0","0","pre-test","prolific"
"75","59a426b35fd74b0001abfa4f","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,682,1,NA,"native","B","25","0","1","pre-test","prolific"
"76","59a426b35fd74b0001abfa4f","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,738,1,NA,"hindi","B","7","1","0","pre-test","prolific"
"77","59a426b35fd74b0001abfa4f","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,911,1,NA,"native","B","31","0","1","pre-test","prolific"
"78","59a426b35fd74b0001abfa4f","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,653,1,NA,"native","B","28","0","1","pre-test","prolific"
"79","59a426b35fd74b0001abfa4f","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","m","y",0,765,1,NA,"hindi","B","13","0","1","pre-test","prolific"
"80","59a426b35fd74b0001abfa4f","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,940,1,NA,"hindi","B","1","1","1","pre-test","prolific"
"81","59a426b35fd74b0001abfa4f","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","y","m",0,622,1,NA,"hindi","B","16","0","1","pre-test","prolific"
"82","59a426b35fd74b0001abfa4f","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,572,1,NA,"hindi","B","10","1","0","pre-test","prolific"
"83","59a426b35fd74b0001abfa4f","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,675,1,NA,"native","B","29","0","1","pre-test","prolific"
"84","59a426b35fd74b0001abfa4f","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","m","m",1,703,1,NA,"hindi","B","5","1","1","pre-test","prolific"
"85","59a426b35fd74b0001abfa4f","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,635,1,NA,"hindi","B","19","0","0","pre-test","prolific"
"86","59a426b35fd74b0001abfa4f","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,604,1,NA,"native","B","34","0","1","pre-test","prolific"
"87","59a426b35fd74b0001abfa4f","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","m","m",1,585,1,NA,"hindi","B","17","0","1","pre-test","prolific"
"88","59a426b35fd74b0001abfa4f","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,616,1,NA,"hindi","B","8","1","0","pre-test","prolific"
"89","59a426b35fd74b0001abfa4f","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,636,1,NA,"native","B","32","0","1","pre-test","prolific"
"90","59a426b35fd74b0001abfa4f","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","m","y",0,593,1,NA,"hindi","B","14","0","1","pre-test","prolific"
"91","59a426b35fd74b0001abfa4f","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,719,1,NA,"hindi","B","12","1","0","pre-test","prolific"
"92","59a426b35fd74b0001abfa4f","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,562,1,NA,"native","B","36","0","1","pre-test","prolific"
"93","59a426b35fd74b0001abfa4f","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","y","m",0,578,1,NA,"hindi","B","6","1","1","pre-test","prolific"
"94","59a426b35fd74b0001abfa4f","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","m","y",0,614,1,NA,"hindi","B","24","0","0","pre-test","prolific"
"95","59a426b35fd74b0001abfa4f","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,408,1,NA,"native","B","33","0","1","pre-test","prolific"
"96","59a426b35fd74b0001abfa4f","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,541,1,NA,"hindi","B","3","1","1","pre-test","prolific"
"97","59a426b35fd74b0001abfa4f","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,854,1,NA,"hindi","B","21","0","0","pre-test","prolific"
"98","59a426b35fd74b0001abfa4f","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,446,1,NA,"native","B","27","0","1","pre-test","prolific"
"99","59a426b35fd74b0001abfa4f","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","m","y",0,864,1,NA,"hindi","B","15","0","1","pre-test","prolific"
"100","59a426b35fd74b0001abfa4f","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,393,1,NA,"native","B","26","0","1","pre-test","prolific"
"101","59a426b35fd74b0001abfa4f","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,429,1,NA,"hindi","B","9","1","0","pre-test","prolific"
"102","59a426b35fd74b0001abfa4f","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,810,1,NA,"native","B","30","0","1","pre-test","prolific"
"103","59a426b35fd74b0001abfa4f","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","m","y",0,484,1,NA,"hindi","B","23","0","0","pre-test","prolific"
"104","59a426b35fd74b0001abfa4f","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,471,1,NA,"hindi","B","11","1","0","pre-test","prolific"
"105","59a426b35fd74b0001abfa4f","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","m","m",1,554,1,NA,"hindi","B","18","0","1","pre-test","prolific"
"106","59a426b35fd74b0001abfa4f","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,467,1,NA,"native","B","35","0","1","pre-test","prolific"
"107","59a426b35fd74b0001abfa4f","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,915,1,NA,"hindi","B","20","0","0","pre-test","prolific"
"108","59a426b35fd74b0001abfa4f","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,570,1,NA,"hindi","B","2","1","1","pre-test","prolific"
"109","591a1f4800a5650001276188","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","m","m",1,1744,1,NA,"hindi","B","4","1","1","pre-test","prolific"
"110","591a1f4800a5650001276188","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,2163,1,NA,"hindi","B","22","0","0","pre-test","prolific"
"111","591a1f4800a5650001276188","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,1414,1,NA,"native","B","25","0","1","pre-test","prolific"
"112","591a1f4800a5650001276188","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,2299,1,NA,"hindi","B","7","1","0","pre-test","prolific"
"113","591a1f4800a5650001276188","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,1362,1,NA,"native","B","31","0","1","pre-test","prolific"
"114","591a1f4800a5650001276188","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,1110,1,NA,"native","B","28","0","1","pre-test","prolific"
"115","591a1f4800a5650001276188","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,1201,1,NA,"hindi","B","1","1","1","pre-test","prolific"
"116","591a1f4800a5650001276188","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","m","m",1,1111,1,NA,"hindi","B","16","0","1","pre-test","prolific"
"117","591a1f4800a5650001276188","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,1453,1,NA,"native","B","26","0","1","pre-test","prolific"
"118","591a1f4800a5650001276188","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,2740,1,NA,"hindi","B","9","1","0","pre-test","prolific"
"119","591a1f4800a5650001276188","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,1215,1,NA,"native","B","30","0","1","pre-test","prolific"
"120","591a1f4800a5650001276188","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,2886,1,NA,"hindi","B","23","0","0","pre-test","prolific"
"121","591a1f4800a5650001276188","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,1191,1,NA,"hindi","B","11","1","0","pre-test","prolific"
"122","591a1f4800a5650001276188","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","y","m",0,2483,1,NA,"hindi","B","18","0","1","pre-test","prolific"
"123","591a1f4800a5650001276188","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,991,1,NA,"native","B","35","0","1","pre-test","prolific"
"124","591a1f4800a5650001276188","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1576,1,NA,"hindi","B","20","0","0","pre-test","prolific"
"125","591a1f4800a5650001276188","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","y","y",1,2741,1,NA,"hindi","B","2","1","1","pre-test","prolific"
"126","591a1f4800a5650001276188","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","y","y",1,2454,1,NA,"hindi","B","12","1","0","pre-test","prolific"
"127","591a1f4800a5650001276188","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,1138,1,NA,"native","B","36","0","1","pre-test","prolific"
"128","591a1f4800a5650001276188","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","y","m",0,1869,1,NA,"hindi","B","6","1","1","pre-test","prolific"
"129","591a1f4800a5650001276188","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,1710,1,NA,"hindi","B","24","0","0","pre-test","prolific"
"130","591a1f4800a5650001276188","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,1073,1,NA,"native","B","33","0","1","pre-test","prolific"
"131","591a1f4800a5650001276188","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","y","y",1,1564,1,NA,"hindi","B","3","1","1","pre-test","prolific"
"132","591a1f4800a5650001276188","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1451,1,NA,"hindi","B","21","0","0","pre-test","prolific"
"133","591a1f4800a5650001276188","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,793,1,NA,"native","B","27","0","1","pre-test","prolific"
"134","591a1f4800a5650001276188","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","y","y",1,2448,1,NA,"hindi","B","15","0","1","pre-test","prolific"
"135","591a1f4800a5650001276188","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,1653,1,NA,"hindi","B","10","1","0","pre-test","prolific"
"136","591a1f4800a5650001276188","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,853,1,NA,"native","B","29","0","1","pre-test","prolific"
"137","591a1f4800a5650001276188","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","y","m",0,1981,1,NA,"hindi","B","5","1","1","pre-test","prolific"
"138","591a1f4800a5650001276188","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1403,1,NA,"hindi","B","19","0","0","pre-test","prolific"
"139","591a1f4800a5650001276188","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,1033,1,NA,"native","B","34","0","1","pre-test","prolific"
"140","591a1f4800a5650001276188","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","y","m",0,1549,1,NA,"hindi","B","17","0","1","pre-test","prolific"
"141","591a1f4800a5650001276188","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,2490,1,NA,"hindi","B","8","1","0","pre-test","prolific"
"142","591a1f4800a5650001276188","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,750,1,NA,"native","B","32","0","1","pre-test","prolific"
"143","591a1f4800a5650001276188","complete","t2_gosta.wav","gosta.wav","t2_gostta.wav","y","y",1,2098,1,NA,"hindi","B","14","0","1","pre-test","prolific"
"144","58d4ebdec8677b0001a2107b","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,1230.24999996414,1,NA,"native","A","26","0","1","pre-test","prolific"
"145","58d4ebdec8677b0001a2107b","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","m","m",1,2074.71000001533,1,NA,"hindi","A","9","1","0","pre-test","prolific"
"146","58d4ebdec8677b0001a2107b","complete","t2_dilme.wav","tilme.wav","t2_tilme.wav","m","m",1,1089.28999997443,1,NA,"native","A","30","0","1","pre-test","prolific"
"147","58d4ebdec8677b0001a2107b","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,2077.96500000404,1,NA,"hindi","A","23","0","0","pre-test","prolific"
"148","58d4ebdec8677b0001a2107b","complete","t2_ttapsa.wav","ttapsa.wav","t2_tapsa.wav","m","y",0,2572.73999997415,1,NA,"hindi","A","11","1","0","pre-test","prolific"
"149","58d4ebdec8677b0001a2107b","complete","t2_gostta.wav","gosta.wav","t2_gosta.wav","y","m",0,1285.79999995418,1,NA,"hindi","A","18","0","1","pre-test","prolific"
"150","58d4ebdec8677b0001a2107b","complete","t2_dilme.wav","dilme.wav","t2_tilme.wav","y","y",1,1008.07999999961,1,NA,"native","A","35","0","1","pre-test","prolific"
"151","58d4ebdec8677b0001a2107b","complete","t2_gosta.wav","gostta.wav","t2_gostta.wav","m","m",1,1828.18000001134,1,NA,"hindi","A","20","0","0","pre-test","prolific"
"152","58d4ebdec8677b0001a2107b","complete","t2_tapsa.wav","tapsa.wav","t2_ttapsa.wav","m","y",0,1140.17500000773,1,NA,"hindi","A","2","1","1","pre-test","prolific"
"153","58d4ebdec8677b0001a2107b","complete","t2_ttapsa.wav","tapsa.wav","t2_tapsa.wav","y","m",0,1479.15999998804,1,NA,"hindi","A","4","1","1","pre-test","prolific"
"154","58d4ebdec8677b0001a2107b","complete","t2_gostta.wav","gostta.wav","t2_gosta.wav","y","y",1,1149.0600000252,1,NA,"hindi","A","22","0","0","pre-test","prolific"
"155","58d4ebdec8677b0001a2107b","complete","t2_tilme.wav","tilme.wav","t2_dilme.wav","y","y",1,919.265000033192,1,NA,"native","A","25","0","1","pre-test","prolific"
"156","58d4ebdec8677b0001a2107b","complete","t2_tapsa.wav","ttapsa.wav","t2_ttapsa.wav","y","m",0,2271.01500000572,1,NA,"hindi","A","7","1","0","pre-test","prolific"
"157","58d4ebdec8677b0001a2107b","complete","t2_tilme.wav","dilme.wav","t2_dilme.wav","m","m",1,1012.94000004418,1,NA,"native","A","31","0","1","pre-test","prolific"
